category,position_title,tfidf_similarity,embedding_similarity,skill_overlap,length_diff,weighted_skill_overlap,experience_gap,keyword_strength,section_similarity,label
DESIGNER,Administrative Executive Assistant - Building Operations,0.060983583989723755,0.057934404790237565,0.0,0.0,0.5,0.0,0.0,0.0,1
CONSTRUCTION,Oracle E-Business Programmer & Decision Support,0.016590890937967354,0.015761346391068985,0.0,0.5113333333333333,0.5,0.0,0.0,0.035890080288788546,0
FINANCE,Sales Manager,0.05445154455244505,0.051728967324822794,0.5,0.0,0.5,0.0,0.0,0.004814259517892571,1
PUBLIC-RELATIONS,Marketing Intern,0.06616632267816605,0.06285800654425774,0.5,0.9103333333333333,0.5,0.0,0.0,0.0,0
HEALTHCARE,Remote E-Commerce Technical Analyst,0.05627929770422879,0.05346533281901735,0.0,0.0,0.5,10.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Web Developer (Front-End),0.055493767062791424,0.052719078709651854,0.5,0.8396666666666667,0.5,0.0,0.125,0.0,1
INFORMATION-TECHNOLOGY,Remote Customer Service Representative ($16/hr),0.005456876611565551,0.005184032780987273,0.5,0.794,0.5,0.0,0.25,0.0,1
HEALTHCARE,Career Coach,0.053506468189687295,0.050831144780202925,0.5,0.11566666666666667,0.5,10.0,0.125,0.0,0
DESIGNER,Bank Teller,0.016112751253151935,0.015307113690494338,0.5,0.8356666666666667,0.5,0.0,0.0,0.0,0
AVIATION,Art Director,0.02005414028104023,0.01905143326698822,0.5,0.0,0.5,0.0,0.0,0.0,1
DIGITAL-MEDIA,Automotive Business Development Center (BDC) Representative,0.04971032484638611,0.0472248086040668,0.0,0.09672466734902764,0.5,0.0,0.125,0.025473981258863396,0
ACCOUNTANT,Senior Embedded C++ Developer,0.04752267542277289,0.045146541651634245,0.5,0.23433333333333334,0.5,2.0,0.0,0.0,1
DIGITAL-MEDIA,Staff Software Engineer - SMB - Marketing Enablement,0.10101385482571512,0.09596316208442936,0.0,0.0,0.0,0.0,0.125,0.0,1
PUBLIC-RELATIONS,Full Time Teller,0.03429987919965565,0.032584885239672866,0.0,0.0,0.5,20.0,0.25,0.023667347773112427,0
PUBLIC-RELATIONS,Remote RN Case Manager,0.019012224881481944,0.018061613637407846,0.5,0.3526666666666667,0.5,0.0,0.0,0.014502988121814967,0
HEALTHCARE,Program Compliance Manager,0.06212026445822414,0.05901425123531293,0.5,0.0,0.5,0.0,0.0,0.0,0
SALES,Sales Leader I - Business Banking Sales Manager,0.07622057888864267,0.07240954994421053,0.5,0.19533333333333333,0.5,0.0,0.0,0.06522930384003602,1
ADVOCATE,Real Estate Agent - Training Provided,0.06944070554892998,0.06596867027148347,0.5,0.546,0.5,0.0,0.0,0.026562122280161044,0
CHEF,Program Compliance Manager - Remote,0.042352147804908064,0.04023454041466266,0.5,0.2783333333333333,0.5,0.0,0.0,0.01871252147316463,0
CHEF,"Field Sales Representative- Columbus, Ohio",0.04715488878956425,0.04479714435008604,0.5,0.209,0.5,0.0,0.125,0.0,0
DESIGNER,New Business Manager - St. Louis Area,0.06974844830267993,0.06626102588754593,0.5,0.0,0.5,15.0,0.0,0.018711097522677415,1
SALES,Sales Associate- FT,0.09218277568869601,0.0875736369042612,0.5,0.010463899546564353,0.5,30.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Business Development Sales Representative - Columbus,0.08509027852481449,0.08083576459857376,0.5,0.036,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,"Director of Development -Queens, NY #822",0.12137458587616212,0.11530585658235401,0.5,0.283,0.5,0.0,0.0,0.0,1
CONSTRUCTION,"Sales Associate Totally Pagoda,Providence Place Mall",0.053880950172115236,0.05118690266350947,0.5,0.6376666666666667,0.5,0.0,0.0,0.0,0
FINANCE,Customer Experience Specialist II - REMOTE,0.03444203722389127,0.032719935362696705,0.5,0.0,0.5,19.0,0.125,0.0,0
CHEF,"Assistant Manager, Social Media, La Mer",0.02239211266047486,0.021272507027451117,0.5,0.0,0.5,30.0,0.0,0.0,0
TEACHER,"Program Manager, Blended Learning",0.07591836644409736,0.07212244812189249,0.5,0.0,0.5,0.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Dir Software Solutions Sales Senior,0.10283439727513369,0.097692677411377,0.5,0.0,0.5,0.0,0.0,0.04548041254429373,1
SALES,"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",0.07190030341234682,0.06830528824172948,0.5,0.39166666666666666,0.5,0.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,Vice President/General Manager (VP/GM),0.09735498121815046,0.09248723215724293,0.5,0.0,0.5,15.0,0.0,0.044311599003384376,0
CONSTRUCTION,Diversion Investigator,0.009229849051989626,0.008768356599390145,0.5,0.0,0.5,20.0,0.0,0.0,1
SALES,Salesforce.com QA Tester,0.050334273080807394,0.04781755942676702,0.5,0.119,0.5,0.0,0.0,0.0,1
SALES,Licensed Insurance Agent Remote Executive Sales Manager,0.09727527953288467,0.09241151555624043,0.5,0.08,0.5,0.0,0.0,0.0,1
SALES,Furniture Sales Associate,0.10508151800901948,0.0998274421085685,0.5,0.7493333333333333,0.5,0.0,0.0,0.0,1
FINANCE,NAM E-Commerce Retail Channel Marketing Leader,0.15023798738126734,0.14272608801220396,0.5,0.0,0.5,0.0,0.125,0.0,0
PUBLIC-RELATIONS,Systems Administrator,0.054152717113173945,0.05144508125751525,0.0,0.0,0.5,15.0,0.0,0.0,0
BANKING,Migrations Sales Executive- Credit Union,0.0655028509514241,0.06222770840385289,0.5,0.0,0.5,20.0,0.125,0.0,1
ENGINEERING,Sales Associate,0.03447630573718925,0.03275249045032979,0.5,0.0,0.5,20.0,0.375,0.08768681980142447,0
ARTS,Part-Time Sales Associate,0.09638624260401998,0.09156693047381897,0.5,0.6316666666666667,0.5,0.0,0.0,0.016991727790906432,1
FITNESS,Systems Administrator,0.07850842392094395,0.07458300272489675,0.0,0.0,0.5,0.0,0.0,0.08340941143953932,1
SALES,Digital Marketing Sales - Own the Territory – Run the Show,0.023287654593881137,0.02212327186418708,0.5,0.666,0.5,2.0,0.0,0.019740084862105708,1
SALES,Vice President of Solution Sales - Financial Services,0.05816685651126033,0.05525851368569731,0.5,0.09633333333333334,0.5,0.0,0.0,0.05337729441529807,1
APPAREL,PT-Sales Associate - ProServices-Flexible,0.05774328454235388,0.054856120315236186,0.5,0.0,0.5,0.0,0.0,0.021172243268587267,0
DIGITAL-MEDIA,Marketing Specialist,0.07844661932914274,0.0745242883626856,0.5,0.411,0.5,0.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,Part-Time Retail Sales Associate,0.05437857524075927,0.05165964647872131,0.5,0.0,0.5,0.0,0.0,0.016061432089622813,0
ARTS,Owner Operators Just Announced: Largest rate increase in Forward...,0.03632787511414326,0.0345114813584361,0.5,0.6016666666666667,0.5,0.0,0.0,0.0,0
ARTS,C++ Embedded Engineer,0.03721425386784775,0.03535354117445536,0.5,0.29133333333333333,0.5,0.0,0.0,0.0,0
CONSULTANT,CEO Coach,0.01614639971816262,0.015339079732254486,0.5,0.33903420523138833,0.5,0.0,0.125,0.02451927428332717,0
HR,Talent Acquisition Specialist / Recruiter,0.14582280697089403,0.13853166662234934,0.5,0.058333333333333334,0.5,0.0,0.0,0.052378863001069795,1
BUSINESS-DEVELOPMENT,Accountant,0.033072757665156424,0.031419119781898604,0.0,0.42233333333333334,0.5,0.0,0.0,0.0,1
ENGINEERING,"Equity Research Associate, Biotechnology",0.030642956747948934,0.029110808910551487,0.5,0.003,0.5,29.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Data Entry Specialist,0.06496643297252692,0.06171811132390057,0.5,0.21033333333333334,0.5,0.0,0.125,0.0,1
HR,Warehouse Supervisor,0.0634974414756072,0.06032256940182683,0.5,0.0,0.5,0.0,0.0,0.0329571777403657,0
HR,Criminal Investigator 2,0.0893790277693236,0.08491007638085742,0.5,0.0,0.5,0.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Field Sales Account Executive,0.11265572163333974,0.10702293555167275,0.5,0.0,0.5,6.0,0.0,0.0,1
DESIGNER,HTML and Wordpress Developer,0.008385564071191136,0.00796628586763158,0.0,0.6511764705882352,0.5,0.0,0.0,0.0,0
AUTOMOBILE,"Career Coach, Alumni Talent Services",0.06678111118231152,0.06344205562319594,0.0,0.0,0.5,0.0,0.0,0.0,1
ACCOUNTANT,Customer Service Sales Associate,0.028090719561256843,0.026686183583194,0.5,0.4206666666666667,0.5,26.0,0.0,0.0,0
HR,Talent acquisition recruiter,0.045237282813054384,0.04297541867240166,0.0,0.0,0.0,0.0,0.125,0.01606683938882688,1
FINANCE,Programmer Analyst with R Consultant,0.03870750115840287,0.03677212610048273,0.0,0.16033333333333333,0.0,0.0,0.0,0.05122956044314922,1
DESIGNER,"Equity Research Associate, Biotechnology",0.05336302564449407,0.05069487436226937,0.0,0.0998766954377312,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,"Account Executive, Urology - Ohio and parts of W.PA, W.VA",0.1528807508187391,0.14523671327780213,0.0,0.139,0.5,12.0,0.125,0.0,1
APPAREL,"Retail Commission Sales Associate - Fine Jewelry, Del Amo Fashion...",0.019887723737623264,0.0188933375507421,0.5,0.9016666666666666,0.5,0.0,0.25,0.0,1
FINANCE,Supply Chain Analyst (ED),0.0824644661323157,0.07834124282569992,0.0,0.2723333333333333,0.5,0.0,0.0,0.021264593835853038,1
CONSULTANT,Retail Sales Associate,0.039861554854502226,0.03786847711177711,0.5,0.0,0.5,0.0,0.0,0.027966242917869588,0
BUSINESS-DEVELOPMENT,Kitchen Cleaner,0.018815438767655505,0.017874666829272728,0.5,0.405,0.5,0.0,0.0,0.0,0
SALES,Part-Time Sales Associate | Crowfoot,0.09695862613827215,0.09211069483135854,0.5,0.374,0.5,4.0,0.0,0.1156203159225773,1
INFORMATION-TECHNOLOGY,Data Entry Clerk,0.03993566498513906,0.037938881735882106,0.5,0.26166666666666666,0.5,0.0,0.125,0.0,1
DIGITAL-MEDIA,Marketing Intern,0.09919133628203919,0.09423176946793722,0.5,0.8033333333333333,0.5,0.0,0.0,0.03635323874762159,1
INFORMATION-TECHNOLOGY,Software Engineer (remote),0.032541641343419025,0.030914559276248074,0.0,0.011333333333333334,0.5,16.0,0.0,0.1506401849870651,1
DESIGNER,Admin/Clerical Recruiter,0.013009063058579743,0.012358609905650755,0.5,0.738,0.5,0.0,0.0,0.0,1
ARTS,Tech Support Agent - Remote US,0.07623950965890613,0.07242753417596083,0.0,0.0,0.5,10.0,0.125,0.0,1
ACCOUNTANT,Commercial Contracts Lawyer,0.04437919660756513,0.042160236777186874,0.5,0.11566666666666667,0.5,0.0,0.0,0.0,0
PUBLIC-RELATIONS,Sales Associate,0.1362559940695244,0.12944319436604818,0.5,0.433,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Remote Patient Advocate Specialist,0.0425401450913847,0.040413137836815466,0.5,0.0,0.5,10.0,0.0,0.016397084093189393,1
FITNESS,Construction Project Manager,0.050253899151624565,0.04774120419404333,0.0,0.4796666666666667,0.5,0.0,0.0,0.007625475111060365,0
HEALTHCARE,Chief Executive Officer - Healthcare - Columbus,0.09921253082828009,0.09425190428686608,0.5,0.17,0.5,10.0,0.0,0.01013814501968236,1
FINANCE,Healthcare Administrative Assistant – Urgent Hiring,0.044023972944114864,0.04182277429690912,0.5,0.0,0.5,0.0,0.0,0.0,0
DESIGNER,Real Estate Acquisitions Analyst / Sr. Analyst,0.04797361486295828,0.04557493411981036,0.5,0.333,0.5,0.0,0.0,0.010678406753475547,1
FINANCE,Director of Finance,0.17893621330308754,0.16998940263793316,0.5,0.0,0.5,20.0,0.125,0.0,1
BUSINESS-DEVELOPMENT,Sr Manager - Business Development,0.08391067400728575,0.07971514030692145,0.5,0.0,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Real Estate Paralegal or Executive Assistant,0.037132326350011055,0.0352757100325105,0.0,0.671,0.5,20.0,0.0,0.0,0
HR,Utility Cleaner - Kitchen ($19.77/hr),0.054889716859711446,0.05214523101672587,0.5,0.0,0.5,6.0,0.0,0.0,1
DIGITAL-MEDIA,"Equity Research Associate, Biotechnology",0.03546119553034831,0.03368813575383089,0.5,0.003,0.5,31.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Senior Embedded C++ Developer,0.04065764003646076,0.03862475803463772,0.5,0.23433333333333334,0.5,6.0,0.125,0.0,1
SALES,Bilingual Occupational Registered Nurse,0.020936371773089994,0.019889553184435492,0.5,0.48057616761239635,0.5,0.0,0.0,0.0,0
CONSTRUCTION,Software Engineer (remote),0.043791043637985534,0.041601491456086256,0.0,0.0,0.5,0.0,0.0,0.017259019299591973,0
FINANCE,"Senior Analyst, ECommerce, Search Marketing",0.09069844623386998,0.08616352392217648,0.5,0.0,0.5,0.0,0.0,0.0,1
FITNESS,Career Coach,0.030350134002952854,0.02883262730280521,0.5,0.11566666666666667,0.5,0.0,0.125,0.023378904775389845,1
SALES,Sales Associate,0.046936801058419846,0.04458996100549885,0.5,0.304,0.5,5.0,0.125,0.048383470469789455,1
ADVOCATE,Data Entry Operator Remote (Remote),0.04569359953943085,0.043408919562459305,0.5,0.5936666666666667,0.5,0.0,0.125,0.017476314371786195,0
SALES,Sales And Marketing Representative,0.053607636077358876,0.05092725427349093,0.5,0.4069364161849711,0.5,0.0,0.125,0.030780232824999816,1
SALES,Sales Professional,0.13977771341913003,0.13278882774817352,0.5,0.16933333333333334,0.5,6.0,0.0,0.15810097303106596,1
ADVOCATE,"Associate, Corporate Development",0.08815481044026569,0.0837470699182524,0.5,0.0,0.5,0.0,0.125,0.19431434016858148,0
TEACHER,Digital Marketing Specialist,0.04543772457861307,0.04316583834968242,0.5,0.5866666666666667,0.5,0.0,0.0,0.0,0
DESIGNER,Recruiter,0.00910579828852474,0.008650508374098503,0.5,0.6603333333333333,0.5,0.0,0.0,0.0,1
AGRICULTURE,Marketing Intern,0.019487094943527503,0.018512740196351126,0.5,0.9103333333333333,0.5,20.0,0.0,0.0,0
FINANCE,Senior Financial Analyst,0.17367660765303608,0.16499277727038428,1.0,0.462,0.5,20.0,0.125,0.0,1
AUTOMOBILE,Biotech Equity Research Associate,0.05984823400787695,0.0568558223074831,0.5,0.456,0.5,10.0,0.125,0.012031731273018272,0
CONSTRUCTION,GRC Product Risk Analyst (Remote),0.05660030414161705,0.05377028893453619,0.0,0.0,0.5,0.0,0.125,0.0,0
CHEF,Marketing Director,0.06665106268463324,0.06331850955040157,0.0,0.0,0.5,21.0,0.125,0.0,0
TEACHER,"Global Investment Research, Equity Research, Heathcare - Biotech...",0.030325573417836673,0.02880929474694484,0.0,0.2397130992827482,0.5,0.0,0.0,0.0,0
ACCOUNTANT,"Holman Frenia Allison, PC Hiring for Audit Staff Accountant Job at...",0.12381940053888428,0.11762843051194007,0.0,0.2613333333333333,0.5,15.0,0.0,0.0,1
ADVOCATE,Regional Sales Manager,0.012470582722573497,0.011847053586444821,0.5,0.811,0.5,0.0,0.0,0.0,0
DIGITAL-MEDIA,Account Delivery Manager,0.08356707319443787,0.07938871953471598,0.5,0.0,0.5,0.0,0.0,0.0,0
ADVOCATE,Office Clerk,0.01658333032266594,0.01575416380653264,0.5,0.6933333333333334,0.5,0.0,0.0,0.0,0
AVIATION,Career Coach,0.050986347504209814,0.048437030128999324,0.5,0.1,0.5,0.0,0.0,0.027474057193648763,0
FITNESS,coach,0.0,0.0,0.5,0.9883333333333333,0.5,0.0,0.0,0.0,1
HR,"Career Coach, Alumni Talent Services",0.04361510741184169,0.04143435204124961,0.0,0.0,0.5,0.0,0.0,0.0,1
CONSULTANT,Customer Service Representative - (1st Shift) - Remote,0.07759654974787113,0.07371672226047757,0.0,0.025,0.5,1.0,0.0,0.009711488770391725,0
PUBLIC-RELATIONS,Art Director,0.09639990379064825,0.09157990860111584,0.5,0.0,0.5,20.0,0.25,0.027420083139489678,1
DESIGNER,Video Art Director,0.11789977662241956,0.11200478779129858,0.5,0.0,0.5,0.0,0.25,0.0,1
FITNESS,Sales And Marketing Specialist,0.03774993013067705,0.035862433624143195,0.5,0.937,0.5,0.0,0.125,0.0,1
HEALTHCARE,Project Manager (CCR focused),0.035361599239937334,0.033593519277940465,0.5,0.0,0.5,0.0,0.0,0.0,1
HR,Senior Tech Recruiter (Remote),0.060237511230453206,0.05722563566893054,0.5,0.0,0.5,0.0,0.0,0.02462827659075931,1
DIGITAL-MEDIA,Marketing Specialist,0.13982794678851554,0.13283654944908976,0.5,0.411,0.5,0.0,0.0,0.02834256549121909,1
FINANCE,Inventory Clerk,0.023205008911160247,0.022044758465602235,0.5,0.7426666666666667,0.5,0.0,0.0,0.0,0
FINANCE,Software Developer- Entry Level,0.05783324464540498,0.054941582413134724,0.0,0.03266666666666666,0.0,14.0,0.125,0.036506662473965015,0
AVIATION,"Assistant Manager, Operations | Nyc Downtown (Multiple Locations)",0.05304760974044143,0.05039522925341936,0.5,0.14266666666666666,0.5,0.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Software Engineer I ( 100% Remote),0.05776107189885707,0.054873018303914216,0.0,0.0,0.0,20.0,0.25,0.0,1
CHEF,"Global Business Development, Business Solutions Specialist",0.015456992434016454,0.01468414281231563,0.5,0.6733333333333333,0.5,14.0,0.0,0.0055534474971900595,0
FINANCE,Marketing Manager,0.05607217144154133,0.053268562869464256,0.5,0.0,0.5,2.0,0.0,0.019606493368604275,0
ARTS,Software Developer,0.028253199366261247,0.02684053939794818,0.0,0.0,0.5,0.0,0.0,0.032343247964707444,1
SALES,Furniture Sales Associate,0.06207529648896722,0.05897153166451886,0.5,0.7493333333333333,0.5,0.0,0.125,0.0,1
INFORMATION-TECHNOLOGY,Data Entry Clerk,0.026974885817758712,0.025626141526870774,0.5,0.26166666666666666,0.5,0.0,0.0,0.02463275772752457,1
HEALTHCARE,Vice President & Chief Financial Officer,0.03966447350690278,0.03768124983155764,0.5,0.0,0.5,25.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,C++ Embedded Engineer with Security Clearance,0.11039709816416457,0.10487724325595633,0.5,0.216,0.5,0.0,0.125,0.0,1
FINANCE,Animation Programmer,0.051307646176552535,0.04874226386772491,0.5,0.242,0.5,0.0,0.125,0.011654858205663983,0
HR,"Field Sales Representative- Columbus, Ohio",0.05295752648405802,0.05030965015985512,0.5,0.209,0.5,0.0,0.0,0.013716582561707038,1
DIGITAL-MEDIA,Vice President of Business Intelligence,0.08289603823427995,0.07875123632256595,0.0,0.132,0.0,0.0,0.125,0.0,0
BANKING,Special Agent,0.05451055392455476,0.05178502622832702,0.0,0.0,0.5,10.0,0.25,0.0,0
AVIATION,Sales Representative / Sales Associate,0.03355248599063315,0.03187486169110149,0.5,0.3526666666666667,0.5,0.0,0.125,0.0,1
DIGITAL-MEDIA,Senior Marketing Specialist,0.09799825192050457,0.09309833932447933,0.5,0.0,0.5,15.0,0.125,0.0859689528119361,1
ACCOUNTANT,"Sr. Manager, Customer Experience Center Business Process",0.048545610032877516,0.04611832953123364,1.0,0.0,0.5,0.0,0.0,0.025182947856281487,0
HEALTHCARE,Medical Office Specialist,0.07696222333085094,0.0731141121643084,0.5,0.0,0.5,0.0,0.125,0.0,1
CONSULTANT,Criminal justice,0.02028902744345249,0.019274576071279866,0.5,0.43166666666666664,0.5,6.0,0.125,0.0,0
FINANCE,CDL-A Flatbed Truck Driver,0.041663130042391264,0.0395799735402717,0.0,0.4236666666666667,0.5,0.0,0.0,0.0,0
CONSTRUCTION,Business Development Manager,0.046972177142606965,0.04462356828547662,0.5,0.0,0.5,16.0,0.0,0.0,0
CHEF,Part-time   Patient Advocate,0.037250388807519616,0.03538786936714363,0.5,0.12266666666666666,0.5,5.0,0.125,0.0,0
ENGINEERING,"Construction Project Manager- (Remote in Detroit, Cleveland, or...",0.06684389681322835,0.06350170197256692,0.5,0.0,0.5,4.0,0.125,0.0,0
BUSINESS-DEVELOPMENT,"Account Executive - Columbus, OH - AMO Sales and Services, Inc..",0.0825511303064591,0.07842357379113614,0.5,0.0,0.5,0.0,0.0,0.0,1
DIGITAL-MEDIA,"Sr Mgr, Outreach and Engagement",0.028540395066894684,0.02711337531354995,0.5,0.0,0.5,0.0,0.0,0.0,0
HEALTHCARE,Senior Software Developer- Full Stack (Remote),0.040355812358705716,0.03833802174077043,0.0,0.0,0.5,0.0,0.0,0.0,0
AVIATION,C++ Embedded Engineer with Security Clearance,0.05505454880635767,0.05230182136603979,0.5,0.216,0.5,15.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Sales Associate – Luxury Brand in NYC!,0.07929820903158377,0.07533329858000458,0.5,0.2826666666666667,0.5,0.0,0.0,0.0,0
PUBLIC-RELATIONS,Travel STNA,0.0439460985586885,0.04174879363075407,0.5,0.24766666666666667,0.5,0.0,0.0,0.039247489153474105,0
INFORMATION-TECHNOLOGY,"Senior Data Security Engineer, Vice President - Remote",0.05279572851678459,0.05015594209094536,0.5,0.0,0.5,9.0,0.0,0.0,1
ACCOUNTANT,Art Teacher,0.04679098722738963,0.04445143786602014,0.5,0.6881162428645563,0.5,0.0,0.0,0.0,0
FINANCE,Business Banking Relationship Manager,0.044640679264010004,0.042408645300809504,0.5,0.0,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,"Director, Strategy & Operations",0.07332954295700882,0.06966306580915838,0.0,0.05733333333333333,0.0,20.0,0.0,0.1659910931166788,1
INFORMATION-TECHNOLOGY,C++ Embedded Engineer with Security Clearance,0.05825216367517989,0.05533955549142089,0.5,0.216,0.5,3.0,0.125,0.0,1
SALES,Sales Associate-COLONY SQUARE MALL,0.053930601107213,0.05123407105185235,0.5,0.8300653594771242,0.5,0.0,0.125,0.0,1
BUSINESS-DEVELOPMENT,Retail Sales Associate (part-time) - 162,0.06675520982075508,0.06341744932971732,0.5,0.0,0.5,0.0,0.0,0.0,0
HEALTHCARE,Art Teacher,0.0020261296278653715,0.0019248231464721029,0.5,0.7996666666666666,0.5,0.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Data Entry Clerk,0.0,0.0,0.5,0.9856666666666667,0.5,0.0,0.0,0.0,1
AUTOMOBILE,College and Career Advisor - Cuyahoga County,0.09629910179379624,0.09148414670410641,0.0,0.0,0.5,0.0,0.0,0.08248746757694701,1
BANKING,"Furniture Sales Associates - Bridgewater, N.J.",0.14840047615566584,0.14098045234788253,0.5,0.0,0.5,0.0,0.0,0.0,0
FINANCE,IT Systems Administrator,0.06837095048634866,0.06495240296203122,0.0,0.07033333333333333,0.5,0.0,0.0,0.0,0
SALES,Sales Executive Richmond Hotel,0.04491809370425541,0.042672189019042635,0.5,0.42333333333333334,0.5,0.0,0.125,0.07642750268741731,1
BUSINESS-DEVELOPMENT,Data Entry Specialist,0.06253790930808659,0.059411013842682256,0.5,0.25633333333333336,0.5,0.0,0.0,0.0,0
DESIGNER,Part-Time Technical Support Agent (Remote),0.08714932051214719,0.08279185448653982,0.5,0.0,0.5,0.0,0.0,0.03328997297470869,1
ENGINEERING,Firmware Test Engineer,0.06509782480285543,0.06184293356271266,0.0,0.254,0.5,125.0,0.125,0.03337379140631036,1
DESIGNER,Equity research associate,0.05433602938838342,0.05161922791896424,0.5,0.5966666666666667,0.5,15.0,0.0,0.0,1
INFORMATION-TECHNOLOGY,Office Administrator,0.07486296621017274,0.07111981789966411,1.0,0.0,0.5,0.0,0.0,0.0,1
CHEF,Sales Associate,0.0,0.0,0.5,0.9763333333333334,0.5,0.0,0.125,0.0,0
ARTS,Corporate Recruiter (Remote),0.03754445456623271,0.03566723183792107,0.5,0.0,0.5,0.0,0.0,0.0,0
AGRICULTURE,College and Career Advisor - Cuyahoga County,0.06092773930359393,0.05788135233841423,0.0,0.288,0.5,5.0,0.125,0.0,0
FINANCE,GRC Product Risk Analyst (Remote),0.10820469955310263,0.1027944645754475,0.0,0.0,0.5,0.0,0.125,0.0,1
INFORMATION-TECHNOLOGY,"Sr. Software Engineer, Networking (Remote)",0.06423324352908935,0.06102158135263488,0.0,0.2833333333333333,0.5,0.0,0.0,0.0,1
AVIATION,Assistant Manager,0.03139718666637959,0.02982732733306061,0.5,0.5903333333333334,0.5,0.0,0.0,0.0,0
ENGINEERING,C++ Embedded Engineer with Security Clearance,0.06746328735722491,0.06409012298936366,0.5,0.216,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Full Stack Web Developer,0.0450326930715514,0.04278105841797383,0.0,0.628,0.0,0.0,0.0,0.0,0
INFORMATION-TECHNOLOGY,Data Entry - Work from Home - International Applicants Accepted,0.06183060235133479,0.05873907223376805,0.0,0.0,0.5,0.0,0.125,0.023838159300946748,1
FITNESS,Entry Level Software Engineer,0.03715185867456332,0.03529426574083515,0.5,0.0,0.5,0.0,0.0,0.0,0
AGRICULTURE,T Mobile Work From Home – Customer Service Associate Expert – $20/hr.,0.06553755238271416,0.06226067476357845,0.5,0.0,0.5,0.0,0.25,0.0,0
ENGINEERING,Sales Associate,0.058624536755237724,0.055693309917475835,1.0,0.0,0.5,25.0,0.125,0.0,0
CONSTRUCTION,"Outside Sales Executive, Remote",0.07265504418879074,0.0690222919793512,0.5,0.138,0.5,0.0,0.125,0.0,0
INFORMATION-TECHNOLOGY,Systems Administrator,0.0851342539659457,0.08087754126764841,0.0,0.32,0.0,9.0,0.0,0.012992280751822426,1
DESIGNER,Senior Project Manager - Education,0.08002249897336648,0.07602137402469815,0.5,0.2623333333333333,0.5,0.0,0.0,0.008658330957560027,1
HEALTHCARE,"Assurance Senior, Public Accounting",0.057376951267344926,0.05450810370397768,0.5,0.21566666666666667,0.5,20.0,0.0,0.0,0
BUSINESS-DEVELOPMENT,Part-Time Retail Sales Associate,0.06973554373673473,0.06624876654989799,0.5,0.0,0.5,15.0,0.125,0.06322609912131148,0
INFORMATION-TECHNOLOGY,Frontend Web Developer,0.03203122843407645,0.030429667012372628,0.5,0.7036666666666667,0.5,20.0,0.125,0.025798496598466572,1
AGRICULTURE,College and Career Advisor - Cuyahoga County,0.07063302849484876,0.06710137707010631,0.0,0.0,0.5,0.0,0.0,0.0,0
FINANCE,Sr Manager - Business Development,0.02311573142955071,0.021959944858073174,0.5,0.0,0.5,0.0,0.0,0.0,1
BUSINESS-DEVELOPMENT,Business Development Center Representative - Performance Columbus,0.06114679645827464,0.0580894566353609,0.5,0.317,0.5,0.0,0.0,0.0,1
BPO,Customer Service Representative L2 (Work-At-Home),0.06909018949656871,0.06563568002174028,0.5,0.0,0.5,0.0,0.125,0.021855076856818097,1
DESIGNER,Sr. Art Director,0.060773104123217604,0.05773444891705672,0.5,0.056666666666666664,0.5,0.0,0.125,0.0,1
DESIGNER,Senior Art Director,0.016904279837674372,0.016059065845790654,0.0,0.703,0.5,0.0,0.0,0.0,1
HEALTHCARE,Clinical Educator Part Time,0.10565539728360865,0.1003726274194282,0.5,0.61,0.5,0.0,0.0,0.0,1
HEALTHCARE,Nursing Assistant (Inpatient Mental Health),0.043764797111143824,0.04157655725558663,0.5,0.0,0.5,28.0,0.25,0.0,1
TEACHER,Restaurant Operations Manager,0.04033343911998171,0.03831676716398262,0.5,0.0,0.5,0.0,0.0,0.0,1
HEALTHCARE,Remote Customer Service Representative,0.06989325060352922,0.06639858807335275,0.5,0.0,0.5,15.0,0.0,0.0,0
HR,"Manager, Data Analytics",0.024714763660557335,0.023479025477529468,0.5,0.5573333333333333,0.5,4.0,0.0,0.0,0
ARTS,Sales Leader I - Business Banking Sales Manager,0.0608730905541772,0.05782943602646834,0.5,0.0,0.5,0.0,0.0,0.0,0
CONSTRUCTION,"Software Engineer - Reno, NV",0.0503811218422048,0.04786206575009456,0.0,0.0,0.0,25.0,0.0,0.026516422929469444,0
